      19,  -0.082560,  -0.086468,  -0.048363,   0.212598,   0.945675,  -0.065129, 0,0,0,0
      49,  -0.090865,  -0.084514,  -0.054714,   0.217604,   0.948972,  -0.070378, 0,0,0,0
      69,  -0.099170,  -0.081583,  -0.061553,   0.220656,   0.954343,  -0.080388, 0,0,0,0
      89,  -0.111871,  -0.075721,  -0.073278,   0.227126,   0.954587,  -0.092596, 0,0,0,0
     109,  -0.127015,  -0.065950,  -0.085979,   0.228591,   0.954465,  -0.102240, 0,0,0,0
     119,  -0.133854,  -0.058622,  -0.096238,   0.227614,   0.952268,  -0.112983, 0,0,0,0
     149,  -0.138740,  -0.055691,  -0.099170,   0.227736,   0.947507,  -0.114082, 0,0,0,0
     169,  -0.211529,  -0.014167,  -0.129458,   0.208570,   0.943966,  -0.102118, 0,0,0,0
     189,  -0.234001,   0.001465,  -0.141182,   0.213453,   0.958738,  -0.104804, 0,0,0,0
     199,  -0.249634,   0.057617,  -0.175867,   0.224318,   0.986816,  -0.099188, 0,0,0,0
     211,  -0.239863,   0.079102,  -0.180752,   0.240432,   0.999146,  -0.107856, 0,0,0,0
     221,  -0.224231,   0.082520,  -0.175867,   0.235305,   0.992797,  -0.095648, 0,0,0,0
     240,  -0.220322,   0.081055,  -0.172447,   0.237380,   0.991088,  -0.081609, 0,0,0,0
     250,  -0.220811,   0.076660,  -0.173425,   0.238113,   0.992553,  -0.064396, 0,0,0,0
     270,  -0.213972,   0.056152,  -0.170982,   0.241531,   0.983397,  -0.050479, 0,0,0,0
     290,  -0.132877,  -0.089399,  -0.208109,   0.229201,   0.998413,  -0.019227, 0,0,0,0
     301,  -0.163166,  -0.191988,  -0.206644,   0.191113,   0.999512,   0.004822, 0,0,0,0
     320,  -0.168051,  -0.207621,  -0.207621,   0.188671,   0.999756,  -0.000061, 0,0,0,0
     331,  -0.113825,  -0.317049,  -0.234978,   0.120674,   1.037112,   0.034365, 0,0,0,0
     350,  -0.101124,  -0.328285,  -0.236932,   0.115425,   1.041629,   0.040347, 0,0,0,0
     370,  -0.064973,  -0.380557,  -0.250122,   0.078801,   1.047366,   0.021913, 0,0,0,0
     390,   0.030273,  -0.372252,  -0.236444,  -0.028505,   1.011597,   0.018373, 0,0,0,0
     401,   0.019531,  -0.366390,  -0.207621,  -0.065861,   0.989990,   0.008973, 0,0,0,0
     420,   0.012207,  -0.371275,  -0.186615,  -0.082952,   0.978270,   0.029604, 0,0,0,0
     430,  -0.003908,  -0.383488,  -0.124084,  -0.107856,   0.965208,   0.041079, 0,0,0,0
     460,   0.036133,  -0.401075,  -0.078652,  -0.121040,   0.943112,   0.050601, 0,0,0,0
     481,  -0.133366,  -0.555936,   0.221680,  -0.243972,   1.073857,   0.111274, 0,0,0,0
     491,  -0.081094,  -0.562775,   0.416504,  -0.136056,   1.156504,   0.049991, 0,0,0,0
     510,  -0.050806,  -0.563263,   0.462891,  -0.117378,   1.149545,   0.044375, 0,0,0,0
     520,  -0.015633,  -0.552516,   0.508301,  -0.112006,   1.064579,   0.072941, 0,0,0,0
     531,  -0.014656,  -0.551539,   0.511719,  -0.110541,   1.049075,   0.077947, 0,0,0,0
     551,  -0.010747,  -0.545188,   0.515137,  -0.109321,   1.012086,   0.091497, 0,0,0,0
     570,   0.120117,  -0.410845,   0.298828,  -0.240066,   1.106330,   0.004334, 0,0,0,0
     590,   0.286133,  -0.358085,   0.224121,  -0.354575,   1.129891,  -0.046573, 0,0,0,0
     600,   0.926270,   0.376465,  -0.178310,  -0.392297,   0.971556,  -0.425380, 0,0,0,0
     611,   0.270996,   0.302246,  -0.200293,  -0.254959,   0.780504,  -0.153879, 0,0,0,0
     630,  -0.027357,   0.210938,  -0.310699,  -0.078923,   0.868888,   0.158884, 0,0,0,0
     640,  -0.263801,   0.172363,  -0.240352,  -0.018006,   0.852896,  -0.049625, 0,0,0,0
     670,  -0.306790,   0.074707,  -0.045921,  -0.100897,   0.965696,   0.047305, 0,0,0,0
     680,  -0.026869,  -0.052272,   0.302246,  -0.140695,   1.193371,   0.081243, 0,0,0,0
