You entered a buffer length of 500
7750, 0.017640, 0.945431, 0.190380, 0.018878, 0.951691, 0.187505, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7769, 0.018861, 0.952756, 0.188915, 0.018916, 0.953597, 0.187883, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7779, 0.019471, 0.958372, 0.189160, 0.018928, 0.953670, 0.187905, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7799, 0.022157, 0.947751, 0.184032, 0.018943, 0.953720, 0.187911, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7809, 0.016786, 0.958249, 0.185985, 0.018965, 0.953776, 0.187913, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7829, 0.017152, 0.957639, 0.190624, 0.018979, 0.953805, 0.187917, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7839, 0.018739, 0.948239, 0.190258, 0.018963, 0.953792, 0.187919, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7849, 0.018983, 0.949826, 0.185985, 0.018972, 0.953764, 0.187906, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7859, 0.022768, 0.957029, 0.190747, 0.018992, 0.953729, 0.187903, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7869, 0.018617, 0.951535, 0.187206, 0.018985, 0.953675, 0.187896, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7879, 0.024721, 0.950436, 0.186718, 0.018985, 0.953626, 0.187884, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7899, 0.020326, 0.954587, 0.186474, 0.018989, 0.953592, 0.187862, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7919, 0.019227, 0.949216, 0.189160, 0.018993, 0.953560, 0.187852, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7930, 0.016175, 0.959714, 0.185375, 0.018989, 0.953626, 0.187854, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7940, 0.019716, 0.950314, 0.192333, 0.018979, 0.953586, 0.187851, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7951, 0.019716, 0.945675, 0.188671, 0.018983, 0.953594, 0.187871, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7962, 0.018739, 0.953855, 0.190991, 0.018989, 0.953558, 0.187868, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7972, 0.018373, 0.953977, 0.189892, 0.018991, 0.953566, 0.187885, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7987, 0.017396, 0.954709, 0.188671, 0.018981, 0.953589, 0.187886, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
7997, 0.024843, 0.958494, 0.189526, 0.018990, 0.953607, 0.187896, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
8007, 0.017640, 0.951779, 0.185741, 0.018984, 0.953589, 0.187888, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
8027, 0.018129, 0.958005, 0.185985, 0.018979, 0.953611, 0.187885, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
8037, 0.018617, 0.947995, 0.186230, 0.018970, 0.953620, 0.187892, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
8047, 0.019593, 0.955564, 0.188793, 0.018972, 0.953618, 0.187887, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
8057, 0.015809, 0.953855, 0.192211, 0.018971, 0.953629, 0.187899, 0.129219, 1.037356, 0.247146, -0.303913, 0.000000, -0.047061
